974, 1
8969, 1
9953, 1
6944, 1
12983, 1
12056, 1
17253, 1
19699, 1
20679, 1
30710, 1
41599, 1
22196, 1
36463, 1
28464, 1
29456, 1
41201, 1
27603, 1
28432, 2
35002, 1
25321, 1
34104, 1
34441, 1
28451, 1
36573, 1
40774, 1
43886, 1
44254, 1
45982, 1
50055, 1
49958, 1
43807, 1
47613, 1
463, 1
1028, 1
2951, 1
3312, 1
4451, 1
8318, 1
9311, 1
8005, 1
7343, 1
12625, 1
12239, 1
20857, 1
42260, 1
27056, 1
32390, 1
39643, 1
41247, 1
37071, 1
37619, 1
33450, 1
42212, 1
22865, 1
41349, 1
33550, 1
26949, 2
31909, 1
46475, 1
45640, 1
49712, 1
50293, 1
52285, 1
54004, 1
54898, 1
54577, 1
56368, 1
58677, 1
58814, 1
56165, 1
63480, 1
70395, 1
67015, 1
64462, 1
75968, 1
71689, 1
88628, 1
79708, 2
82998, 1
72854, 1
78092, 1
78811, 1
89614, 1
76834, 2
93121, 1
92334, 1
99968, 1
51351, 1
51131, 1
54303, 1
56577, 1
58015, 1
70203, 1
62798, 1
68388, 1
64715, 1
64337, 1
66873, 1
64098, 1
65495, 1
83003, 1
79989, 1
72024, 1
75525, 1
76885, 1
82775, 1
87169, 1
78593, 1
87056, 1
85264, 1
83035, 1
81332, 1
78294, 1
83304, 1
86529, 1
89126, 1
82810, 1
92804, 1
93029, 1
93791, 1
93110, 1
90430, 1
92486, 1
90844, 1
96156, 1
52, 1
2074, 1
4252, 1
7204, 1
5653, 2
6268, 1
6212, 1
17578, 1
15106, 1
15273, 1
12267, 1
11706, 1
16226, 2
38764, 1
21754, 1
30718, 1
28730, 1
30103, 1
38871, 1
23706, 1
40442, 2
41057, 1
28126, 1
30879, 1
39123, 1
47024, 1
50133, 1
48577, 1
46255, 1
49826, 2
45950, 1
47608, 1
49446, 1
120, 1
679, 1
4675, 1
3096, 1
7629, 1
8092, 1
7075, 1
9035, 1
8509, 1
17172, 1
16845, 1
20908, 1
17277, 1
16695, 1
20669, 1
15257, 1
11935, 1
32603, 1
31733, 1
42197, 1
38610, 1
22553, 1
27967, 1
37531, 1
34467, 1
41538, 1
28628, 1
36679, 1
39845, 1
25168, 2
49412, 1
47312, 1
47609, 1
48232, 1
45207, 1
51363, 1
52150, 1
55067, 1
55463, 1
63938, 1
70073, 1
67758, 2
65373, 1
65060, 2
68518, 1
69165, 1
66683, 1
62249, 1
67460, 1
63960, 1
64144, 1
80405, 1
83651, 1
75597, 1
83999, 2
78955, 1
81995, 1
79277, 1
83261, 1
89558, 1
89884, 1
83733, 1
87646, 1
88007, 1
87120, 1
85062, 2
91224, 1
96684, 2
99468, 1
91264, 1
90959, 1
92829, 1
97004, 1
99056, 1
95573, 1
97686, 1
98584, 1
93460, 1
96205, 1
53156, 1
53821, 1
55436, 1
56213, 1
55270, 1
66212, 1
62991, 1
64146, 1
63436, 1
66527, 1
67196, 1
67450, 1
71468, 1
74119, 1
88237, 1
71374, 1
73079, 1
89524, 1
79412, 1
89472, 1
73961, 1
88145, 1
90991, 1
93981, 1
